sourceID;tp;fp;fn;Precision;Recall;F1;AP;LAG
UC10E1.txt;0;6;2;0.0;0.0;0;0.017708333333333333;114.5
UC10E2.txt;0;7;2;0.0;0.0;0;0.011634004063708462;139.5
UC10S1.txt;2;4;5;0.3333333333333333;0.2857142857142857;0.30769230769230765;0.45554596963857563;27.0
UC10S2.txt;0;6;1;0.0;0.0;0;0.043478260869565216;22.0
UC11E1.txt;0;6;2;0.0;0.0;0;0.012072649572649571;132.0
UC11E2.txt;0;6;2;0.0;0.0;0;0.009115448504983388;162.0
UC11S1.txt;2;10;1;0.16666666666666666;0.6666666666666666;0.26666666666666666;0.23159203980099505;23.333333333333332
UC11S2.txt;2;7;1;0.2222222222222222;0.6666666666666666;0.3333333333333333;0.22280163599182004;55.333333333333336
UC12.txt;1;2;0;0.3333333333333333;1.0;0.5;1.0;0.0
UC13.txt;2;2;1;0.5;0.6666666666666666;0.5714285714285715;0.41591591591591587;12.0
UC13E1.txt;0;0;2;1.0;0.0;0.0;0.014039408866995073;106.0
UC15E1.txt;0;0;4;1.0;0.0;0.0;0.020700406040878527;117.5
UC15S1.txt;0;1;2;0.0;0.0;0;0.027083333333333334;52.5
UC15S2.txt;0;0;2;1.0;0.0;0.0;0.022181372549019605;65.0
UC15S3.txt;0;1;2;0.0;0.0;0;0.08225806451612903;19.0
UC15S4.txt;1;1;1;0.5;0.5;0.5;0.5384615384615384;12.0
UC16.txt;6;4;0;0.6;1.0;0.7499999999999999;0.6551587301587302;2.0
UC16E1.txt;0;6;0;0.0;1.0;0.0;0;0
UC17S1.txt;0;0;2;1.0;0.0;0.0;0.5909090909090909;4.5
UC17S2.txt;0;0;2;1.0;0.0;0.0;0.41666666666666663;2.0
UC17S3.txt;0;0;2;1.0;0.0;0.0;0.5303030303030303;15.5
UC18E1.txt;0;4;1;0.0;0.0;0;0.017543859649122806;56.0
UC18E2.txt;0;4;1;0.0;0.0;0;0.01639344262295082;60.0
UC18S1.txt;2;2;0;0.5;1.0;0.6666666666666666;0.6666666666666666;2.0
UC18S2.txt;2;2;0;0.5;1.0;0.6666666666666666;0.7;1.5
UC19E1.txt;0;5;2;0.0;0.0;0;0.012538828699143873;130.5
UC19E2.txt;0;5;2;0.0;0.0;0;0.00862324753356576;170.0
UC19S1.txt;1;5;2;0.16666666666666666;0.3333333333333333;0.2222222222222222;0.12628027765642444;76.0
UC19S2.txt;1;12;1;0.07692307692307693;0.5;0.13333333333333336;0.10555555555555556;12.5
UC19S3.txt;0;9;0;0.0;1.0;0.0;0;0
UC1E1.txt;0;1;1;0.0;0.0;0;0.021739130434782608;45.0
UC1E2.txt;0;1;0;0.0;1.0;0.0;0;0
UC1S1.txt;2;12;2;0.14285714285714285;0.5;0.22222222222222224;0.6327838827838828;9.75
UC1S2.txt;0;1;0;0.0;1.0;0.0;0;0
UC21E1.txt;0;5;2;0.0;0.0;0;0.015291005291005291;118.0
UC21E2.txt;0;6;2;0.0;0.0;0;0.010359408033826638;151.5
UC21S1.txt;0;5;3;0.0;0.0;0;0.04382183908045977;73.66666666666667
UC23E1.txt;0;0;2;1.0;0.0;0.0;0.025816993464052286;55.0
UC23E2.txt;0;1;2;0.0;0.0;0;0.008712121212121213;168.5
UC23S1.txt;0;0;2;1.0;0.0;0.0;0.02821939586645469;52.5
UC23S3.txt;2;1;7;0.6666666666666666;0.2222222222222222;0.3333333333333333;0.2323754930180633;27.11111111111111
UC23S4.txt;2;4;0;0.3333333333333333;1.0;0.5;0.75;1.0
UC24.txt;1;6;1;0.14285714285714285;0.5;0.22222222222222224;0.08388157894736842;16.0
UC25.txt;1;1;2;0.5;0.3333333333333333;0.4;0.23737373737373735;23.0
UC25E1.txt;0;1;0;0.0;1.0;0.0;0;0
UC26E1.txt;0;8;2;0.0;0.0;0;0.010425669835782195;147.0
UC26E2.txt;0;4;2;0.0;0.0;0;0.011493506493506493;137.0
UC26S1.txt;1;9;1;0.1;0.5;0.16666666666666669;0.24285714285714285;4.5
UC26S2.txt;2;9;4;0.18181818181818182;0.3333333333333333;0.23529411764705885;0.1754049545749626;43.666666666666664
UC26S3.txt;2;2;2;0.5;0.5;0.5;0.26246075353218207;75.5
UC26S4.txt;1;8;0;0.1111111111111111;1.0;0.19999999999999998;0.14285714285714285;6.0
UC27S1.txt;1;3;1;0.25;0.5;0.3333333333333333;0.29166666666666663;3.5
UC27S2.txt;2;8;0;0.2;1.0;0.33333333333333337;0.3333333333333333;5.5
UC28.txt;2;7;1;0.2222222222222222;0.6666666666666666;0.3333333333333333;0.1799043062200957;9.666666666666666
UC29.txt;1;1;4;0.5;0.2;0.28571428571428575;0.4813445378151261;16.4
UC2E2.txt;0;1;1;0.0;0.0;0;0.022222222222222223;44.0
UC2S1.txt;1;1;2;0.5;0.3333333333333333;0.4;0.3055555555555555;12.333333333333334
UC2S2.txt;0;1;3;0.0;0.0;0;0.2535014005602241;11.333333333333334
UC30E1.txt;0;6;2;0.0;0.0;0;0.009989039457951376;147.0
UC30E2.txt;0;6;2;0.0;0.0;0;0.01051498592482199;139.5
UC30S1.txt;2;7;1;0.2222222222222222;0.6666666666666666;0.3333333333333333;0.10403050108932461;18.666666666666668
UC30S2.txt;1;10;3;0.09090909090909091;0.25;0.13333333333333333;0.21522087067861717;31.5
UC30S3.txt;3;7;0;0.3;1.0;0.4615384615384615;0.11574074074074074;15.0
UC30S4.txt;3;7;0;0.3;1.0;0.4615384615384615;0.15925925925925924;10.333333333333334
UC30S5.txt;1;7;1;0.125;0.5;0.2;0.41666666666666663;2.0
UC30S6.txt;0;8;0;0.0;1.0;0.0;0;0
UC30S7.txt;0;9;0;0.0;1.0;0.0;0;0
UC31S1.txt;1;7;2;0.125;0.3333333333333333;0.18181818181818182;0.524390243902439;13.333333333333334
