alternative,mean,lower,upper,metric
0,0.2618474661988973,0.22274297063033624,0.3027815287522964,F1
0.010101010101010102,0.2622897778370362,0.2233054144791158,0.3032721121580949,F1
0.020202020202020204,0.26278072917933304,0.22383230499842416,0.303670628738838,F1
0.030303030303030304,0.2632094088806941,0.22442219887937245,0.30399618113375587,F1
0.04040404040404041,0.2636295120286115,0.22481405431974763,0.3044094188387237,F1
0.05050505050505051,0.26404741789733643,0.22510965112085426,0.30484499028369244,F1
0.06060606060606061,0.26445448903698165,0.22561269247527413,0.3053000809575206,F1
0.07070707070707072,0.26482744473070474,0.2261289391031157,0.305702693867374,F1
0.08080808080808081,0.26520701902536964,0.22661220899881787,0.3061069832484944,F1
0.09090909090909091,0.26567745323736003,0.2271308739253545,0.30648672455802967,F1
0.10101010101010102,0.26611055780618814,0.2273464166665722,0.30712473863646367,F1
0.11111111111111112,0.26648870135467567,0.2276384427952196,0.30776445681659037,F1
0.12121212121212122,0.2669280558246039,0.22804942768574424,0.30820836528876194,F1
0.13131313131313133,0.2673396415865684,0.2282836342571318,0.3087813605019712,F1
0.14141414141414144,0.26782076066987126,0.22852740725563164,0.3094784072675918,F1
0.15151515151515152,0.268264632866269,0.2289044830220706,0.31023065070824585,F1
0.16161616161616163,0.26871371202682387,0.22924728018663096,0.3108525159097637,F1
0.17171717171717174,0.2691594474386889,0.22967393569351155,0.3113571060284319,F1
0.18181818181818182,0.2696171377007085,0.22986453174182606,0.311872469790352,F1
0.19191919191919193,0.27001573030082926,0.23018350147996033,0.31255212710221514,F1
0.20202020202020204,0.2704504694484733,0.2305905936813639,0.3131398970803428,F1
0.21212121212121213,0.27086937334823113,0.2309358045135017,0.31369686625750576,F1
0.22222222222222224,0.271262542755351,0.2312086261553188,0.31417588675114533,F1
0.23232323232323235,0.2716407549067397,0.2315284172866459,0.3148253632695989,F1
0.24242424242424243,0.2720524320187532,0.23172640535974348,0.31538141206554476,F1
0.25252525252525254,0.27247550573851054,0.23203128259611777,0.31596358120008095,F1
0.26262626262626265,0.2729326274797289,0.23227718520287763,0.3166744899053344,F1
0.27272727272727276,0.2734256871879053,0.2324824436298376,0.3174448660489806,F1
0.2828282828282829,0.27384645126164103,0.2326532857612427,0.31823652038090305,F1
0.29292929292929293,0.27425127748601036,0.23290294395638303,0.31892743968366044,F1
0.30303030303030304,0.2747137494689036,0.23312545485664526,0.31961501158754946,F1
0.31313131313131315,0.27516433110718286,0.23329139547404676,0.3203031012256845,F1
0.32323232323232326,0.2755941269762456,0.23347505763221366,0.32102726497559625,F1
0.33333333333333337,0.2760439514185224,0.2334900321140448,0.321533481893496,F1
0.3434343434343435,0.2764398180442885,0.23370599248044516,0.3222932998560259,F1
0.3535353535353536,0.27684555503390085,0.23384290801054436,0.32304592496853346,F1
0.36363636363636365,0.2772869445629794,0.23395336655674798,0.32376885470838834,F1
0.37373737373737376,0.2777132388324499,0.23406933765773794,0.3246035496608936,F1
0.38383838383838387,0.27810230581178447,0.2342563891438607,0.3253163559207671,F1
0.393939393939394,0.27853252487166236,0.23447253080857394,0.32608870037776777,F1
0.4040404040404041,0.278968638225134,0.23463852155115938,0.3269679861868593,F1
0.4141414141414142,0.2793962471576255,0.2349020987435076,0.32776562581368773,F1
0.42424242424242425,0.27982742970654767,0.23492211852132647,0.32852776378000126,F1
0.43434343434343436,0.2802728097197427,0.2349645439726581,0.3292018407177322,F1
0.4444444444444445,0.28073528511815893,0.23486881242797428,0.3300158484921507,F1
0.4545454545454546,0.28113877105740687,0.23505484814402547,0.33081053191173593,F1
0.4646464646464647,0.2815956263717726,0.23525411177288116,0.33161197061060504,F1
0.4747474747474748,0.2820396836252009,0.23529981035375672,0.33246164537157574,F1
0.48484848484848486,0.28249076878155127,0.23528938322540174,0.3333194053466243,F1
0.494949494949495,0.2829230095364339,0.2354684866567836,0.33432129712309366,F1
0.5050505050505051,0.2833707408089803,0.23558040426229143,0.33526024825538836,F1
0.5151515151515152,0.28381525132891616,0.2354632959304883,0.33621272687425674,F1
0.5252525252525253,0.28426473159784316,0.23543355910047561,0.337019708974615,F1
0.5353535353535354,0.2847039876185311,0.23551271252323283,0.3379990087961535,F1
0.5454545454545455,0.28516688119887657,0.23546768373466473,0.3389104912496467,F1
0.5555555555555556,0.28558071489412523,0.23549457067664767,0.3397877906927891,F1
0.5656565656565657,0.2860172706214914,0.2354661477922413,0.3409021765426489,F1
0.5757575757575758,0.28647873742912827,0.23551268295010977,0.34180885438697045,F1
0.5858585858585859,0.28697720685756883,0.23546224358620646,0.3428445844980608,F1
0.595959595959596,0.2874098811495625,0.2353760645328527,0.3439055119944457,F1
0.6060606060606061,0.28785998799464363,0.23539021047719005,0.3447894561872129,F1
0.6161616161616162,0.28828304796406323,0.23544101303383833,0.3458750071891473,F1
0.6262626262626263,0.2887233003919494,0.23527963961608175,0.346846974499308,F1
0.6363636363636365,0.2891956746393412,0.23509672656778335,0.3479834237649132,F1
0.6464646464646465,0.2896956593545631,0.2349807923545472,0.34895979214317907,F1
0.6565656565656566,0.2901502382187699,0.23487014923574023,0.3501337320757101,F1
0.6666666666666667,0.2905649074445583,0.23486870151181008,0.3509238295124625,F1
0.6767676767676768,0.2910379817153951,0.23471281365691415,0.35201443761524726,F1
0.686868686868687,0.29153993827611346,0.2347911794501874,0.3529182405164961,F1
0.696969696969697,0.2920881967406295,0.2348300749899465,0.3537823003435775,F1
0.7070707070707072,0.2924969600848438,0.2347918990134588,0.3547497159401928,F1
0.7171717171717172,0.2928685602130601,0.23477934250956384,0.35581887945116675,F1
0.7272727272727273,0.293408053439414,0.23467565628858014,0.35674288897225265,F1
0.7373737373737375,0.2938362501263063,0.23457850811179148,0.35771830393811455,F1
0.7474747474747475,0.29430980539690105,0.23456748887374212,0.3585660431621508,F1
0.7575757575757577,0.29474351899638096,0.23439628590767475,0.359710558487528,F1
0.7676767676767677,0.29522677733945746,0.23421470799026942,0.3606340778843477,F1
0.7777777777777778,0.29567717916128533,0.23413564302978043,0.36152049302097217,F1
0.787878787878788,0.29613860877165854,0.2340689056361573,0.3624943258867067,F1
0.797979797979798,0.29659500736526523,0.23395360118054487,0.3633995719553118,F1
0.8080808080808082,0.29706561637188267,0.23377666512192813,0.36441165339045417,F1
0.8181818181818182,0.2975755966328156,0.23372835625780813,0.3653950136708042,F1
0.8282828282828284,0.29807936624176157,0.23362070735159754,0.3663859769272479,F1
0.8383838383838385,0.29850262938221755,0.2336072521406649,0.36744687061647446,F1
0.8484848484848485,0.2989678016762689,0.23360638392819388,0.3684747476598076,F1
0.8585858585858587,0.29940991320353305,0.2333797656155678,0.36950997219499465,F1
0.8686868686868687,0.29987724194632925,0.23338037889894178,0.3705269067465473,F1
0.8787878787878789,0.30029653707145765,0.2330973814237029,0.37153019508652807,F1
0.888888888888889,0.3007676050213208,0.2331604290014829,0.372502695725014,F1
0.8989898989898991,0.30121095010279186,0.23309695183952123,0.3735480421024053,F1
0.9090909090909092,0.30165225733716416,0.23294968078856118,0.3745007540227709,F1
0.9191919191919192,0.302114021276797,0.2326801011212943,0.3756375152275137,F1
0.9292929292929294,0.30264802815101655,0.23268052766321123,0.37665635154829996,F1
0.9393939393939394,0.30310855174998547,0.23264584070714664,0.3776732693738074,F1
0.9494949494949496,0.30358018692202365,0.2324422862292289,0.37869166397629717,F1
0.9595959595959597,0.30405871714708926,0.23241174931636446,0.37972235994918585,F1
0.9696969696969697,0.30458453637492644,0.23237357738168915,0.3808608451612132,F1
0.9797979797979799,0.3050430654069587,0.23204458240117085,0.38188444371055297,F1
0.98989898989899,0.3055347903064336,0.23183513955943116,0.38288853801096484,F1
1,0.30597713330852216,0.23187952551354185,0.38401886064251867,F1
