alternative,mean,lower,upper,metric
0,0.5198109749136651,0.4839679959013546,0.5552887096488888,Recall
0.010101010101010102,0.5198430785287012,0.4840546577754667,0.5554399016451292,Recall
0.020202020202020204,0.5198941017434924,0.48419651143831094,0.5555060288007951,Recall
0.030303030303030304,0.5199410484166465,0.48425175663696673,0.5556070372886416,Recall
0.04040404040404041,0.5200124634479603,0.484336343580387,0.5555831798086895,Recall
0.05050505050505051,0.5200686429157271,0.48445609048968513,0.5557474694322697,Recall
0.06060606060606061,0.5200962174625525,0.4845538045055882,0.5557229259792483,Recall
0.07070707070707072,0.520149434123787,0.4845148139184649,0.5556915690457822,Recall
0.08080808080808081,0.5201836201754757,0.48465624445321265,0.5557905926511943,Recall
0.09090909090909091,0.5202106268491469,0.4846445192466899,0.5558220274634332,Recall
0.10101010101010102,0.5202661579781028,0.484676027021259,0.555907541712592,Recall
0.11111111111111112,0.5203402458148896,0.4846397835947845,0.556025258849436,Recall
0.12121212121212122,0.5203807259131721,0.4845826428105408,0.5560416594611975,Recall
0.13131313131313133,0.5204354909026535,0.4844896176293211,0.5560735616677374,Recall
0.14141414141414144,0.5205101449212108,0.48444884767004787,0.5561398317250685,Recall
0.15151515151515152,0.5205872540520264,0.4844900893435783,0.5562398402305138,Recall
0.16161616161616163,0.5206482178660073,0.48466777211131423,0.5563500390845472,Recall
0.17171717171717174,0.5207174313865124,0.48459133561028134,0.5564603399386648,Recall
0.18181818181818182,0.5207879268467817,0.48450708510018714,0.5565472417276757,Recall
0.19191919191919193,0.5208546458579969,0.48453631140112885,0.5566945175499806,Recall
0.20202020202020204,0.5209350136036855,0.4846927921066778,0.5567350624231239,Recall
0.21212121212121213,0.5209950142454796,0.48465252875659776,0.5568103921730644,Recall
0.22222222222222224,0.5210361155804293,0.4846941925276988,0.5568612808629654,Recall
0.23232323232323235,0.5210972181555509,0.48465911658058125,0.5569956033341086,Recall
0.24242424242424243,0.5211431021700681,0.48462961997240017,0.5571515281810553,Recall
0.25252525252525254,0.5212222762330553,0.48463824417782264,0.5571862140898766,Recall
0.26262626262626265,0.5213098060870958,0.48458358080113745,0.5573349309954093,Recall
0.27272727272727276,0.5213821938771823,0.48458146719098916,0.5574260416952805,Recall
0.2828282828282829,0.5214255638412777,0.4845532427575837,0.5575654409016836,Recall
0.29292929292929293,0.5214861632404636,0.48458970130948714,0.5576305351000236,Recall
0.30303030303030304,0.5215587868091303,0.4845762314460704,0.5577194753353416,Recall
0.31313131313131315,0.5216116710327878,0.484530455126049,0.5578658287283147,Recall
0.32323232323232326,0.5216685707477665,0.4845827819014944,0.557995802511625,Recall
0.33333333333333337,0.5217519515125446,0.48444188822391854,0.558220541597513,Recall
0.3434343434343435,0.5218164658149402,0.48426878698049636,0.5583847032660681,Recall
0.3535353535353536,0.5218487486242358,0.48430653717882816,0.5584898600243714,Recall
0.36363636363636365,0.5219130900568872,0.48423083566432135,0.5586809841977052,Recall
0.37373737373737376,0.5219533984445517,0.48429511680667803,0.558867395091325,Recall
0.38383838383838387,0.5220058503276477,0.4842284078957084,0.5590018816667421,Recall
0.393939393939394,0.5220637793997873,0.48426119915007715,0.5592515566768158,Recall
0.4040404040404041,0.5221319068842736,0.4843116304910518,0.5594823682918812,Recall
0.4141414141414142,0.522203029200432,0.4841758461757159,0.5596080485402853,Recall
0.42424242424242425,0.5222554070239417,0.484177416177666,0.5597637436236891,Recall
0.43434343434343436,0.5222859054748626,0.48425531736217164,0.5599273683218893,Recall
0.4444444444444445,0.522390386761336,0.4842964962317859,0.5600693813449956,Recall
0.4545454545454546,0.522452921795864,0.4842643031172532,0.5602577555268746,Recall
0.4646464646464647,0.5224939099596226,0.48424574870556725,0.5604568585952818,Recall
0.4747474747474748,0.522524231244101,0.48419255064735167,0.5605043573247291,Recall
0.48484848484848486,0.5225938911657644,0.48410900161535764,0.5606595004050866,Recall
0.494949494949495,0.5226422398777308,0.4841044865573549,0.5609189307170088,Recall
0.5050505050505051,0.5227088660232635,0.48400536483009915,0.5610889261015239,Recall
0.5151515151515152,0.5227512007590001,0.4839929809046906,0.5612235254877551,Recall
0.5252525252525253,0.5228000704220395,0.4839215705808448,0.5615677231876184,Recall
0.5353535353535354,0.5228548687898881,0.48382446619202935,0.5617285223264687,Recall
0.5454545454545455,0.5229408821031227,0.4838186865147134,0.561922441531323,Recall
0.5555555555555556,0.5229774123229196,0.48376400452664153,0.5621072863111254,Recall
0.5656565656565657,0.5230501052729597,0.48363955902810507,0.5623750343987118,Recall
0.5757575757575758,0.5230580905534672,0.483479963280625,0.5625748028341094,Recall
0.5858585858585859,0.5231159519248729,0.48340152128142566,0.5628232301680376,Recall
0.595959595959596,0.5231513816966735,0.4832154496631732,0.5629797568196432,Recall
0.6060606060606061,0.523227258523404,0.4831044031268019,0.5631761554695469,Recall
0.6161616161616162,0.5232673232155336,0.48297496049664185,0.5633948515223383,Recall
0.6262626262626263,0.5232988684692843,0.4827747661477984,0.5635531915205156,Recall
0.6363636363636365,0.5233671543267304,0.48273068988202883,0.5637459090282965,Recall
0.6464646464646465,0.5234557976741139,0.4825922462884402,0.563925826614319,Recall
0.6565656565656566,0.5235124256096646,0.4824647391582956,0.5641641949504891,Recall
0.6666666666666667,0.5235665769522593,0.48235236996758607,0.5643509671208861,Recall
0.6767676767676768,0.5236133371682827,0.4822985376914721,0.564565503759071,Recall
0.686868686868687,0.5236821638100114,0.48217622906258056,0.5647845141300789,Recall
0.696969696969697,0.5237354246632367,0.482083429600803,0.5649537549855651,Recall
0.7070707070707072,0.5237762530911478,0.48194866273986103,0.5652854440278192,Recall
0.7171717171717172,0.5238554712574132,0.4818040088493118,0.5655729012140099,Recall
0.7272727272727273,0.5239264698014547,0.48157901801694075,0.5658077890327708,Recall
0.7373737373737375,0.5240089106604049,0.481458485709716,0.5659403652853655,Recall
0.7474747474747475,0.5240424603674272,0.4812793984318895,0.566042798131429,Recall
0.7575757575757577,0.5240703770851867,0.48110400449075197,0.5662047612079316,Recall
0.7676767676767677,0.5241524002577393,0.4809729766990766,0.5663946111642371,Recall
0.7777777777777778,0.5242248340206155,0.48081232809337515,0.566525069311631,Recall
0.787878787878788,0.5242994006833794,0.48067975913017474,0.5666948292970196,Recall
0.797979797979798,0.5243308989589945,0.4805585873313414,0.5668748258177173,Recall
0.8080808080808082,0.5243491642126501,0.4804890064267655,0.5671325234597127,Recall
0.8181818181818182,0.5244167904194093,0.48043664862065566,0.5673871545467397,Recall
0.8282828282828284,0.5244577420586829,0.4803540949669718,0.5675536853088113,Recall
0.8383838383838385,0.5244965329299949,0.48022699055199974,0.5678216719946492,Recall
0.8484848484848485,0.524533815460125,0.48020679687447426,0.5679546286405202,Recall
